train_loss,val_loss
0.8009640130129727,0.7741111360098186
0.5691207614811984,0.5719099201654133
0.5364911144429987,0.5448500153265501
0.7889429027383977,0.7946244760563499
0.7756430994380604,0.7704633568462572
0.750751810724085,0.7676595825898019
0.5433576995676214,0.5564820986045035
0.8180388038808649,0.7982139869740135
0.5338841470805081,0.5481129523954893
0.7876966563138095,0.7979468640528227
0.8146407929333773,0.8010050372073525
0.5691207614811984,0.5719099201654133
0.8132887385108254,0.7801829294154519
0.7581325769424438,0.7567642895798934
0.5681250008669767,0.5767034496131697
0.7876966563138095,0.7979468640528227
0.8431070067665793,0.8084480950706884
0.5720742388205095,0.5811230916725961
0.8146407929333773,0.8010050372073525
0.8085500565442172,0.7890958754639876
0.7756430994380604,0.7704633568462572
0.8085500565442172,0.7890958754639876
0.5681250008669767,0.5767034496131697
0.7730345335873691,0.7695928780656112
0.7593513911420648,0.756810586703451
0.8342236107045954,0.8103526391481098
0.7544640010053462,0.7570877984950417
0.750751810724085,0.7676595825898019
0.8110110889781605,0.7816467316527116
0.7581325769424438,0.7567642895798934
0.7730345335873691,0.7695928780656112
0.63686101436615,0.6446861969797235
0.6448959339748729,0.64803630741019
0.7889429027383977,0.7946244760563499
0.7874335939233953,0.7955205691488165
0.5364911144429987,0.5448500153265501
0.6389029275287281,0.6409099949033636
0.7496170401573181,0.7681013847652235
0.8452811880545182,0.8094592282646581
0.5433576995676214,0.5564820986045035
0.7505214767022567,0.7666661707978499
0.8180388038808649,0.7982139869740135
0.8342236107045954,0.8103526391481098
0.8452811880545182,0.8094592282646581
0.8110110889781605,0.7816467316527116
0.6448959339748729,0.64803630741019
0.5720742388205095,0.5811230916725961
0.6436072176153009,0.6457718265684027
0.8009640130129727,0.7741111360098186
0.5338841470805081,0.5481129523954893
0.6445549791509455,0.6497950679377505
0.7505214767022567,0.7666661707978499
0.836655896360224,0.8105087468498632
0.7874335939233953,0.7955205691488165
0.6404698339375583,0.6400915196067408
0.836979253725572,0.8147360713858354
0.6404698339375583,0.6400915196067408
0.836979253725572,0.8147360713858354
0.8132887385108254,0.7801829294154519
0.8446884653785012,0.8100311787504899
0.836655896360224,0.8105087468498632
0.6389029275287281,0.6409099949033636
